Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
5	3	1	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-511-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:15.467+01:00	
5	3	1	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-511-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:16.183+01:00	
5	3	1	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-511-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:16.743+01:00	
5	3	2	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-508-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:17.057+01:00	
5	3	2	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-508-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:17.773+01:00	
5	3	2	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-508-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:18.337+01:00	
5	3	3	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-509-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:18.647+01:00	
5	3	3	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-509-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:19.367+01:00	
5	3	3	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/413-126-1510-509-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T10:05:19.910+01:00	
5	3	1	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-511-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:21.003+01:00	
5	3	1	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-511-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:21.720+01:00	
5	3	1	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-511-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:22.283+01:00	
5	3	2	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-508-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:22.593+01:00	
5	3	2	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-508-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:23.313+01:00	
5	3	2	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-508-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:23.873+01:00	
5	3	3	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-509-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:24.187+01:00	
5	3	3	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-509-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:24.903+01:00	
5	3	3	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/414-126-1510-509-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T10:05:25.467+01:00	
5	3	1	0	3	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-511-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:26.150+01:00	
5	3	1	0	3	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-511-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:26.870+01:00	
5	3	1	0	3	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-511-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:27.447+01:00	
5	3	2	0	3	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-508-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:27.757+01:00	
5	3	2	0	3	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-508-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:28.460+01:00	
5	3	2	0	3	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-508-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:29.037+01:00	
5	3	3	0	3	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-509-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:29.350+01:00	
5	3	3	0	3	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-509-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:30.050+01:00	
5	3	3	0	3	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/415-126-1510-509-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.000645814	0.002583257	2023-03-01T10:05:30.613+01:00	
5	3	1	0	4	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/408-126-1510-511-128-132-40-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0.002583257	2023-03-01T10:05:31.283+01:00	
5	3	1	0	4	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/408-126-1510-511-128-132-43-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0.002583257	2023-03-01T10:05:32.000+01:00	
5	3	1	0	4	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/c97c554c-a5a8-4170-abfb-ec9c31558207/408-126-1510-511-128-132-42-11.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0.002583257	2023-03-01T10:05:32.547+01:00	
