Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
5	3	1	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-4-0-104-46-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:47.173+01:00	
5	3	1	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-4-0-104-45-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:47.890+01:00	
5	3	1	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-4-0-104-44-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:48.453+01:00	
5	3	2	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-7-0-104-46-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:48.763+01:00	
5	3	2	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-7-0-104-45-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:49.483+01:00	
5	3	2	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-7-0-104-44-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:50.043+01:00	
5	3	3	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-6-0-104-46-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:50.340+01:00	
5	3	3	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-6-0-104-45-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:51.057+01:00	
5	3	3	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/79-35-515-6-0-104-44-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	0	0	2023-03-01T07:33:51.620+01:00	
5	3	1	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/76-35-515-4-0-104-46-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T07:33:52.710+01:00	
5	3	1	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/76-35-515-4-0-104-45-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T07:33:53.430+01:00	
5	3	1	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/76-35-515-4-0-104-44-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T07:33:54.007+01:00	
5	3	2	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/76-35-515-7-0-104-46-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T07:33:54.303+01:00	
5	3	2	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/a9032478-e05c-474d-b25e-d01cd17ac661/76-35-515-7-0-104-45-1310.tiff	5.97976080956762E-07	5.97976080956762E-07	1080	1080	-0.001291628	0.002583257	2023-03-01T07:33:55.020+01:00	
